is_virus	filename	libs
1	VirusShare_4706cc77e656b59d4df053abde96d8c8	kernel32.dll,msvcrt.dll,oleaut32.dll,ole32.dll,version.dll,advapi32.dll,user32.dll
0	utorrent.exe	kernel32.dll,advapi32.dll,comctl32.dll,comdlg32.dll,gdi32.dll,msimg32.dll,msvcrt.dll,ole32.dll,oleaut32.dll,psapi.dll,shell32.dll,user32.dll,ws2_32.dll
1	2019-01-23T14_12_29-06_00_19508.exe	kernel32.dll,user32.dll,advapi32.dll,shell32.dll,wtsapi32.dll,userenv.dll
0	DTSAudioService64.exe	advapi32.dll,kernel32.dll,user32.dll,msvcrt.dll,ole32.dll,oleaut32.dll
1	VirusShare_664b04c8b328fc06643171139a87842c	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,advapi32.dll,kernel32.dll,version.dll,gdi32.dll,user32.dll,ole32.dll,comctl32.dll,winspool.drv,comdlg32.dll
1	2018-10-17T14_49_04-05_00_10384.exe	mscoree.dll
1	VirusShare_09b178a8c25b1722d434d3006ff94cb7	kernel32.dll,advapi32.dll,comctl32.dll,gdi32.dll,urlmon.dll,user32.dll,winspool.drv,ws2_32.dll,wsock32.dll
1	VirusShare_4bba3808789d7d9f83846a4552b78ab0	kernel32.dll,user32.dll,gdi32.dll,ole32.dll,msvcp60.dll,msvcrt.dll
1	2020-02-17T21_09_26+00_00_107651.exe	kernel32.dll,advapi32.dll,comctl32.dll,comdlg32.dll,gdi32.dll,mpr.dll,ole32.dll,oleaut32.dll,shell32.dll,user32.dll,version.dll,winmm.dll,wsock32.dll
1	2020-02-17T21_09_26+00_00_109238.exe	kernel32.dll,kernel32.dll,kernel32.dll,kernel32.dll,kernel32.dll,advapi32.dll,advapi32.dll,comctl32.dll,gdi32.dll,netapi32.dll,ole32.dll,ole32.dll,oleaut32.dll,oleaut32.dll,oleaut32.dll,shell32.dll,urlmon.dll,user32.dll,user32.dll,user32.dll,user32.dll,user32.dll,version.dll
0	ru64.exe	kernel32.dll,user32.dll,gdi32.dll,comdlg32.dll,advapi32.dll,version.dll
1	VirusShare_f9669b1a8a2f54ef201ebe3ff3f936df	kernel32.dll,msvbvm50.dll
1	VirusShare_1c73c9ea9947764fc8e2666ed79a319f	msvbvm60.dll,user32.dll,kernel32.dll
1	VirusShare_1b190acf7444c06946ed62d61b5688fd	msvcrt.dll,advapi32.dll,kernel32.dll,user32.dll,ntdll.dll,wbemcomn.dll,fastprox.dll,ncobjapi.dll,oleaut32.dll,ole32.dll,rpcrt4.dll
0	EaseOfAccessDialog.exe	advapi32.dll,kernel32.dll,user32.dll,msvcrt.dll,ntdll.dll,oleacc.dll,ole32.dll,api-ms-win-core-winrt-error-l1-1-0.dll,api-ms-win-core-winrt-error-l1-1-1.dll,comctl32.dll,shell32.dll,duser.dll,shcore.dll,dui70.dll
1	2018-08-11T14_41_37-05_00_3422.exe	oleaut32.dll,advapi32.dll,user32.dll,kernel32.dll,kernel32.dll,user32.dll,gdi32.dll,version.dll,kernel32.dll,advapi32.dll,wsock32.dll,kernel32.dll,ole32.dll,shell32.dll,oleaut32.dll,ole32.dll,urlmon.dll,oleaut32.dll,comctl32.dll,wininet.dll,shell32.dll,winmm.dll,netapi32.dll,gdiplus.dll,advapi32.dll,msacm32.dll,ntdll.dll,netapi32.dll,ws2_32.dll,shfolder.dll,ntdll,user32.dll,shell32.dll,avicap32.dll
0	Adobe AIR Application Installer.exe	kernel32.dll,user32.dll,msi.dll,shlwapi.dll,shell32.dll
0	TCMDX64.EXE	comctl32.dll,user32.dll,kernel32.dll,gdi32.dll,shell32.dll,ole32.dll,advapi32.dll
1	2018-09-07T10_41_32-05_00_7671.exe	mscoree.dll
1	VirusShare_3cca188ba920ce9b78a31dc1c0de8da8	kernel32.dll,user32.dll
0	python_icon.exe	kernel32.dll
0	i4jdel.exe	advapi32.dll,comctl32.dll,kernel32.dll,msvcrt.dll,user32.dll
0	64BitMailAgent.exe	kernel32.dll,user32.dll,advapi32.dll,shell32.dll,ole32.dll,oleaut32.dll,msi.dll,rpcrt4.dll
1	2020-02-17T21_09_26+00_00_111546.exe	kernel32.dll,advapi32.dll,msvcrt.dll,shell32.dll,user32.dll
0	OSQL.EXE	msvcr80.dll,kernel32.dll,user32.dll,odbc32.dll,advapi32.dll
1	VirusShare_e5a0602c99881cb049e073ddd26a57b2	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,advapi32.dll,kernel32.dll,user32.dll,wsock32.dll,kernel32.dll,oleaut32.dll,rasapi32.dll
1	2018-09-04T21_17_12-05_00_7196.exe	c:\\\\\\/\/\/\/\//\\\\\\\\\\\\\\//////\\/\/\/windows\\\\\\/\/\/\/\//\\\\\\\\\\\\\\//////\\/\/\/system32\\\\\\/\/\/\/\//\\\\\\\\\\\\\\//////\\\/\/\/\/\\/\\/\/\/\/\/\\/\/\/\/\\\\\\\\\\\\\\\\\\\\\\\\\\/\/\/msvbvm60
1	VirusShare_d35f77b2553ed0c4f279a4d334302dbb	kernel32.dll,oleaut32.dll,oledlg
1	2018-07-10T14_14_48-05_00_992.exe	msvbvm60.dll
0	git-describe.exe	libiconv-2.dll,libintl-8.dll,libpcre2-8-0.dll,zlib1.dll,advapi32.dll,kernel32.dll,msvcrt.dll,ntdll.dll,user32.dll,ws2_32.dll,libssp-0.dll
1	2020-02-17T21_09_26+00_00_115163.exe	mscoree.dll
1	2019-01-17T23_59_13-06_00_18414.exe	kernel32.dll
1	VirusShare_03e291957ffb10aa5f8d31fae5da62e7	kernel32.dll,wininet.dll,shlwapi.dll
1	VirusShare_20a08c1b684b4aa6dc505dfb763c46f8	kernel32.dll
1	VirusShare_cfbb5d1f1ec69a36beb2a7bbb0180898	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,kernel32.dll,user32.dll,urlmon.dll,shell32.dll
1	VirusShare_501dd74673e053eefe8be51aaeebf9cb	kernel32.dll,msvcp60.dll,user32.dll,oleaut32.dll,msvcrt.dll,ws2_32.dll,oleaut32.dll,kernel32.dll
1	VirusShare_0a91f9e47acce09ac03b2c7f61d8cef8	msvbvm60.dll,user32.dll,kernel32.dll
1	2020-02-17T21_09_26+00_00_113950.exe	kernel32.dll,gdi32.dll,msvcrt.dll,user32.dll
0	InfDefaultInstall.exe	kernel32.dll,msvcrt.dll,comctl32.dll,setupapi.dll,newdev.dll,shell32.dll,drvstore.dll
0	NvGpuUtilization.exe	kernel32.dll,gdi32.dll,oleaut32.dll,oleacc.dll,uxtheme.dll,gdiplus.dll,wtsapi32.dll,winmm.dll,shlwapi.dll,msimg32.dll,imm32.dll,winspool.drv,advapi32.dll,ole32.dll
1	2019-08-14T05_32_50+00_00_60912.exe	gdi32.dll,user32.dll,comdlg32.dll,shell32.dll,ole32.dll,imm32.dll,advapi32.dll,kernel32.dll
0	dvdplay.exe	advapi32.dll,kernel32.dll,msvcrt.dll
0	LogCollector.exe	mscoree.dll
1	2019-01-09T22_45_52-06_00_17798.exe	kernel32.dll,user32.dll
1	VirusShare_08535e62fe33fa09fc1c4fa1a239a69b	kernel32.dll,advapi32.dll,gdi32.dll,iphlpapi.dll,ole32.dll,oleaut32.dll,shlwapi.dll,user32.dll,version.dll,ws2_32.dll
1	2019-08-15T07_53_49+00_00_60971.exe	kernel32.dll
1	VirusShare_26d5daf6c47c852cfe08083e57d8aa68	kernel32.dll,advapi32.dll,comctl32.dll,comdlg32.dll,gdi32.dll,ole32.dll,oleaut32.dll,shell32.dll,urlmon.dll,user32.dll,version.dll,wininet.dll
1	2019-01-15T12_28_46-06_00_18217.exe	mscoree.dll
1	2020-02-17T21_09_26+00_00_103016.exe	mscoree.dll
0	lhttsrur.exe	advapi32.dll,kernel32.dll,gdi32.dll,user32.dll,comctl32.dll,version.dll
1	2019-01-28T13_59_18-06_00_20349.exe	kernel32.dll,user32.dll,gdi32.dll,shell32.dll,advapi32.dll,comctl32.dll,ole32.dll
1	2020-02-17T21_09_26+00_00_108584.exe	msvbvm60.dll
1	VirusShare_ec2633b03d9473cfccc8265ad5d55c34	kernel32.dll,comctl32.dll
0	RC.Exe	kernel32.dll,rcdll.dll
1	VirusShare_4e48b692c3fd7d4621f3e97bea24b03f	kernel32.dll,advapi32.dll,gdi32.dll,iphlpapi.dll,ole32.dll,oleaut32.dll,shlwapi.dll,user32.dll,version.dll,ws2_32.dll
1	2020-02-17T21_09_26+00_00_121742.exe	kernel32.dll,advapi32.dll,comctl32.dll,comdlg32.dll,gdi32.dll,ole32.dll,oleaut32.dll,oledlg.dll,olepro32.dll,shell32.dll,user32.dll,winspool.drv
0	FlashPlayerApp.exe	uxtheme.dll,kernel32.dll,user32.dll,gdi32.dll,advapi32.dll,shell32.dll,ole32.dll
1	VirusShare_3d228a5778b3286ea226cecb597135c4	kernel32.dll,user32.dll,gdi32.dll,shell32.dll,advapi32.dll,comctl32.dll,ole32.dll,version.dll
0	bg5conv.exe	vcruntime140.dll,api-ms-win-crt-stdio-l1-1-0.dll,api-ms-win-crt-runtime-l1-1-0.dll,api-ms-win-crt-math-l1-1-0.dll,api-ms-win-crt-locale-l1-1-0.dll,api-ms-win-crt-heap-l1-1-0.dll,kernel32.dll
1	VirusShare_286de5966877d87637571c5b3b594ab0	mfc42.dll,msvcrt.dll,kernel32.dll,user32.dll
1	2019-08-18T22_40_25+00_00_61779.exe	kernel32.dll,msvbvm60.dll
1	VirusShare_d79288a2e7cbb185efe923bb1e1c1101	kernel32.dll,advapi32.dll,gdi32.dll,ole32.dll,oleaut32.dll,shlwapi.dll,user32.dll,wininet.dll
1	2020-02-17T21_09_26+00_00_122370.exe	mscoree.dll
1	VirusShare_a44a9bb8728feff5ea9dea14e3f303f0	kernel32.dll,user32.dll,gdi32.dll,advapi32.dll,shell32.dll,ole32.dll,oleaut32.dll,shlwapi.dll,comctl32.dll,msimg32.dll,gdiplus.dll,version.dll,ws2_32.dll,winmm.dll,psapi.dll,urlmon.dll,iphlpapi.dll,netapi32.dll
1	VirusShare_a886e641ce6bc1dafd7c36944fc10260	ntoskrnl.exe
1	2020-02-17T21_09_26+00_00_98339.exe	kernel32.dll,advapi32.dll,shell32.dll,winhttp.dll
0	jar.exe	jli.dll,msvcr100.dll,kernel32.dll
0	Utilman.exe	advapi32.dll,kernel32.dll,user32.dll,msvcrt.dll,ntdll.dll,ole32.dll,oleacc.dll,comctl32.dll,api-ms-win-core-winrt-error-l1-1-0.dll,api-ms-win-core-winrt-error-l1-1-1.dll,shell32.dll,duser.dll,dui70.dll,shcore.dll
1	VirusShare_8ab46abc9ec27b3e731bbb1c4fe70ef2	kernel32.dll,msvbvm60.dll
1	2018-08-28T01_52_27-05_00_5643.exe	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,advapi32.dll,kernel32.dll,version.dll,gdi32.dll,user32.dll,kernel32.dll,oleaut32.dll,comctl32.dll,shell32.dll,urlmon.dll
1	VirusShare_d848c9a7b919b529767479eff5c00377	oleaut32.dll,advapi32.dll,user32.dll,kernel32.dll,kernel32.dll,user32.dll,kernel32.dll
0	javah.exe	jli.dll,msvcr100.dll,kernel32.dll
0	mksSandbox.exe	api-ms-win-crt-heap-l1-1-0.dll,api-ms-win-crt-utility-l1-1-0.dll,api-ms-win-crt-stdio-l1-1-0.dll,api-ms-win-crt-string-l1-1-0.dll,api-ms-win-crt-runtime-l1-1-0.dll,api-ms-win-crt-convert-l1-1-0.dll,api-ms-win-crt-math-l1-1-0.dll,api-ms-win-crt-environment-l1-1-0.dll,api-ms-win-crt-filesystem-l1-1-0.dll,api-ms-win-crt-time-l1-1-0.dll,api-ms-win-crt-locale-l1-1-0.dll,vcruntime140.dll,zlib1.dll,ws2_32.dll,kernel32.dll,user32.dll,gdi32.dll,advapi32.dll,ole32.dll,oleaut32.dll,shell32.dll,crypt32.dll,winmm.dll
1	VirusShare_d842507bca7f264339a8f3dffd8ee406	kernel32.dll,user32.dll
1	2019-07-26T04_20_16+00_00_56495.exe	kernel32.dll,advapi32.dll,shell32.dll,shlwapi.dll,ntdll.dll
1	VirusShare_b0470c99cd2786a358e9d179016a7ed7	kernel32.dll
0	IgfxExt.exe	kernel32.dll,user32.dll,advapi32.dll,ole32.dll,oleaut32.dll
1	VirusShare_42d6926a0501a75c22fbe8ea3cd7d518	kernel32.dll,gdi32.dll,msvcrt.dll,user32.dll
0	NDP35SP1-KB958484-x86.exe	kernel32.dll,msvcrt.dll,advapi32.dll,user32.dll,ntdll.dll,comctl32.dll,shell32.dll
1	VirusShare_3ab13bde21962a873a8285a803c3feac	kernel32.dll,msvcrt.dll,user32.dll
1	2020-02-17T21_09_26+00_00_106726.exe	kernel32.dll,shell32.dll,comctl32.dll
1	VirusShare_31acda8e6f87b6e032d067dab9ee26e4	wsock32.dll,version.dll,winmm.dll,comctl32.dll,mpr.dll,wininet.dll,psapi.dll,userenv.dll,kernel32.dll,user32.dll,gdi32.dll,comdlg32.dll,advapi32.dll,shell32.dll,ole32.dll,oleaut32.dll
0	MRINFO.EXE	msvcrt.dll,ws2_32.dll,api-ms-win-core-localization-l1-2-0.dll,api-ms-win-core-heap-l1-1-0.dll,ntdll.dll,api-ms-win-core-synch-l1-2-0.dll,api-ms-win-core-errorhandling-l1-1-0.dll,api-ms-win-core-libraryloader-l1-2-0.dll,api-ms-win-core-profile-l1-1-0.dll,api-ms-win-core-processthreads-l1-1-0.dll,api-ms-win-core-sysinfo-l1-1-0.dll,api-ms-win-core-processenvironment-l1-1-0.dll,api-ms-win-core-heap-l2-1-0.dll,api-ms-win-core-console-l1-1-0.dll,api-ms-win-core-string-l1-1-0.dll,api-ms-win-core-file-l1-1-0.dll
1	VirusShare_3c828e70852c83a25d8943b386fddf51	kernel32.dll,advapi32.dll,avicap32.dll,comctl32.dll,gdi32.dll,ole32.dll,oleaut32.dll,shell32.dll,user32.dll,wininet.dll,winmm.dll,winspool.drv,wsock32.dll
1	2019-06-09T10_10_48+00_00_47408.exe	ntdll.dll,kernel32.dll,user32.dll
1	VirusShare_f0c881121393713e27cd8f35aaae0cfa	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,advapi32.dll,kernel32.dll,version.dll,user32.dll
1	VirusShare_17cbad6bdf64b7f1dd434366027f7330	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,advapi32.dll,kernel32.dll,version.dll,gdi32.dll,user32.dll,ole32.dll,oleaut32.dll,ole32.dll,kernel32.dll,oleaut32.dll,comctl32.dll
0	AccountsControlHost.exe	msvcrt.dll,wincorlib.dll,api-ms-win-eventing-provider-l1-1-0.dll,api-ms-win-core-libraryloader-l1-2-0.dll,api-ms-win-core-heap-l1-1-0.dll,api-ms-win-core-synch-l1-1-0.dll,api-ms-win-core-threadpool-l1-2-0.dll,api-ms-win-core-debug-l1-1-0.dll,api-ms-win-core-processthreads-l1-1-0.dll,api-ms-win-core-localization-l1-2-0.dll,api-ms-win-core-errorhandling-l1-1-0.dll,api-ms-win-core-handle-l1-1-0.dll,api-ms-win-core-synch-l1-2-0.dll,api-ms-win-core-rtlsupport-l1-1-0.dll,api-ms-win-core-profile-l1-1-0.dll,api-ms-win-core-sysinfo-l1-1-0.dll,api-ms-win-core-util-l1-1-0.dll,api-ms-win-core-winrt-error-l1-1-0.dll,api-ms-win-core-winrt-error-l1-1-1.dll,api-ms-win-core-com-l1-1-0.dll,api-ms-win-core-winrt-string-l1-1-0.dll,api-ms-win-core-string-l1-1-0.dll
1	2019-07-28T22_40_47+00_00_57449.exe	kernel32.dll,oleaut32.dll,user32.dll
0	PdftkXp.exe	kernel32.dll,user32.dll,gdi32.dll,msimg32.dll,comdlg32.dll,winspool.drv,advapi32.dll,shell32.dll,comctl32.dll,shlwapi.dll,ole32.dll,oleaut32.dll,gdiplus.dll,imm32.dll,winmm.dll
0	aimp_2.51.330.exe	kernel32.dll,user32.dll,gdi32.dll,shell32.dll,advapi32.dll,comctl32.dll,ole32.dll,version.dll
0	DeviceCensus.exe	msvcrt.dll,api-ms-win-core-com-l1-1-0.dll,api-ms-win-core-libraryloader-l1-2-0.dll,api-ms-win-core-processthreads-l1-1-0.dll,api-ms-win-core-synch-l1-1-0.dll,api-ms-win-core-registry-l1-1-0.dll,api-ms-win-core-errorhandling-l1-1-0.dll,api-ms-win-core-handle-l1-1-0.dll,api-ms-win-core-kernel32-legacy-l1-1-0.dll,api-ms-win-core-synch-l1-2-0.dll,api-ms-win-core-profile-l1-1-0.dll,api-ms-win-core-sysinfo-l1-1-0.dll,api-ms-win-core-rtlsupport-l1-1-0.dll,api-ms-win-core-apiquery-l1-1-0.dll,api-ms-win-core-memory-l1-1-0.dll,api-ms-win-core-heap-l1-1-0.dll
1	2018-11-16T23_09_35-06_00_14382.exe	mscoree.dll
0	wmk_ru.exe	kernel32.dll,advapi32.dll,comctl32.dll,gdi32.dll,ole32.dll,oleaut32.dll,shell32.dll,user32.dll,version.dll
1	VirusShare_95ba58f60c40e1c4c407952a2fbbb597	kernel32.dll,advapi32.dll,crypt32.dll,ole32.dll,oleaut32.dll,pstorec.dll,rasapi32.dll,shell32.dll,user32.dll
0	iKeyDrvr.exe	comctl32.dll,kernel32.dll,user32.dll,gdi32.dll,advapi32.dll,ole32.dll,oleaut32.dll,lz32.dll,rpcrt4.dll,version.dll,shell32.dll
1	VirusShare_cf94135ed3372a4448107a3e8ebcfe74	ws2_32.dll,wininet.dll,shell32.dll,winmm.dll,kernel32.dll,user32.dll,advapi32.dll,crtdll.dll
0	SoundbankInstaller.exe	kernel32.dll,user32.dll,gdi32.dll,shell32.dll,advapi32.dll,comctl32.dll,ole32.dll,version.dll
1	VirusShare_0651c3ec590ab60f1439374c2ca7ca58	zloadlibrarya
1	VirusShare_c0249f241f86cb9d708ecba369f45709	kernel32.dll,user32.dll,gdi32.dll,advapi32.dll,shell32.dll
0	coff2omf.exe	kernel32.dll,user32.dll
1	VirusShare_e530220f4b0da89324a1d4e70748381c	mscoree.dll
0	drvInst64.exe	kernel32.dll,newdev.dll,advapi32.dll,setupapi.dll,ws2_32.dll
1	VirusShare_2bc2beafe691c3b663660759e6b7a835	setupapi.dll,kernel32.dll,user32.dll,advapi32.dll,ole32.dll
1	VirusShare_4fe3259712169b7e003ce897a3e99a02	kernel32.dll,user32.dll,gdi32.dll,gdiplus.dll,msvcp60.dll,ws2_32.dll,wininet.dll,msvcrt.dll,netapi32.dll
0	replmerg.exe	msvcr80.dll,advapi32.dll,kernel32.dll,odbc32.dll,user32.dll,ole32.dll,oleaut32.dll,sqlncli10.dll,instapi10.dll,mpr.dll
0	foobar2000_v1.1.17.exe	kernel32.dll,user32.dll,gdi32.dll,shell32.dll,advapi32.dll,comctl32.dll,ole32.dll,version.dll
1	VirusShare_4fb711c910dc2d207a85eb7b9b1dea36	kernel32.dll,msvcrt.dll,user32.dll
0	MCU.exe	mscoree.dll
1	VirusShare_26e1cb81b7b61d363ac3390a9a27ef3e	msvbvm60.dll
1	2019-02-04T10_21_35-06_00_21070.exe	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,advapi32.dll,gdi32.dll,user32.dll,ole32.dll,comctl32.dll
0	jdeps.exe	jli.dll,msvcr100.dll,kernel32.dll
1	VirusShare_c7f03073181258e839a784a60639460f	kernel32.dll,user32.dll,gdi32.dll
0	mkisofs.exe	kernel32.dll,msvcrt.dll,msvcrt.dll
1	VirusShare_476b050b2a9cba7a8abcd96782a24736	kernel32.dll,user32.dll,gdi32.dll,shell32.dll,advapi32.dll,comctl32.dll,ole32.dll,version.dll
1	2019-07-22T06_34_25+00_00_55633.exe	kernel32.dll,advapi32.dll,oleaut32.dll,shell32.dll,user32.dll
0	xsltproc.exe	msys-exslt-0.dll,msys-xslt-1.dll,msys-2.0.dll,msys-xml2-2.dll,kernel32.dll
1	2020-02-17T21_09_26+00_00_114907.exe	mscoree.dll
1	2020-02-17T21_09_26+00_00_107021.exe	kernel32.dll
0	coredpussvr.exe	api-ms-win-crt-runtime-l1-1-0.dll,api-ms-win-crt-private-l1-1-0.dll,api-ms-win-core-libraryloader-l1-2-0.dll,api-ms-win-core-localization-l1-2-0.dll,api-ms-win-core-processthreads-l1-1-0.dll,api-ms-win-core-heap-l1-1-0.dll,api-ms-win-core-debug-l1-1-0.dll,api-ms-win-core-errorhandling-l1-1-0.dll,api-ms-win-core-synch-l1-1-0.dll,api-ms-win-core-handle-l1-1-0.dll,api-ms-win-core-threadpool-l1-2-0.dll,api-ms-win-core-com-l1-1-0.dll,api-ms-win-core-string-l2-1-0.dll,api-ms-win-core-registry-l1-1-0.dll,api-ms-win-core-string-l1-1-0.dll,api-ms-win-core-rtlsupport-l1-1-0.dll,api-ms-win-core-processthreads-l1-1-1.dll,api-ms-win-core-profile-l1-1-0.dll,api-ms-win-core-sysinfo-l1-1-0.dll,api-ms-win-core-interlocked-l1-1-0.dll,api-ms-win-core-string-obsolete-l1-1-0.dll,combase.dll,api-ms-win-core-delayload-l1-1-1.dll,api-ms-win-core-delayload-l1-1-0.dll
1	2018-07-17T16_22_38-05_00_2139.exe	kernel32.dll,user32.dll,oleaut32.dll,advapi32.dll,kernel32.dll,user32.dll,comctl32.dll,advapi32.dll
1	VirusShare_0e54d1548c0f7d1afc2778d5f6dc8f5f	kernel32.dll,comctl32.dll
1	VirusShare_744245af8f345131383284a3f9000a28	kernel32.dll,advapi32.dll,msvcrt.dll,ole32.dll,shell32.dll,shlwapi.dll
1	2020-02-17T21_09_26+00_00_121964.exe	kernel32.dll,user32.dll,comctl32.dll,msvcp90.dll,msvcr90.dll
1	VirusShare_43d2475e2963e6841c9d9f2b1632ce5e	kernel32.dll
1	VirusShare_5168ef01bf98958624d47aa89a0cdf8d	kernel32.dll,msvcrt.dll,user32.dll
1	VirusShare_3ea51bed6d73bf4633e2cf8fa98bc29c	kernel32.dll,msvbvm60.dll
0	webstorm.exe	kernel32.dll,user32.dll,gdi32.dll,advapi32.dll,shell32.dll
0	lookbib.exe	cygwin1.dll,cyggcc_s-seh-1.dll,cygstdc++-6.dll,kernel32.dll
1	VirusShare_4b639ab78d93591f750e841476863cb5	kernel32.dll,user32.dll,gdi32.dll,msimg32.dll,shlwapi.dll,gdi32.dll
1	2018-06-26T07_13_41-05_00_452.exe	mscoree.dll
1	VirusShare_f7fed585cde3abb27cbed0fb3c8c7ea6	kernel32.dll,user32.dll
1	VirusShare_552a87979c4da575a7f941924acf0abe	kernel32.dll,gdi32.dll,msvcrt.dll,user32.dll
0	TapiUnattend.exe	advapi32.dll,kernel32.dll,msvcrt.dll,wdscore.dll
1	2020-02-17T21_09_26+00_00_99943.exe	kernel32.dll,shell32.dll
1	2018-09-05T09_07_53-05_00_7332.exe	msvbvm60.dll
1	VirusShare_013af69de1181068d984466563fea6fd	kernel32.dll,ws2_32.dll
1	2019-02-06T09_56_21-06_00_21327.exe	oleaut32.dll,advapi32.dll,user32.dll,kernel32.dll,kernel32.dll,user32.dll,gdi32.dll,version.dll,kernel32.dll,advapi32.dll,kernel32.dll,oleaut32.dll,oleaut32.dll,ole32.dll,user32.dll,comctl32.dll,msvcrt.dll,shell32.dll,shell32.dll,comdlg32.dll,winspool.drv,winspool.drv,wsock32.dll,winmm.dll,user32.dll,oleacc.dll,kernel32.dll
1	VirusShare_2ba887fe1c2043ea87e51515d4cfd744	user32.dll,kernel32.dll
0	csp_settings_app.exe	csp_settings.dll,logdisp.dll,tools2.dll,msvcp140.dll,mfc140.dll,kernel32.dll,user32.dll,shell32.dll,comctl32.dll,vcruntime140.dll,api-ms-win-crt-stdio-l1-1-0.dll,api-ms-win-crt-heap-l1-1-0.dll,api-ms-win-crt-string-l1-1-0.dll,api-ms-win-crt-filesystem-l1-1-0.dll,api-ms-win-crt-runtime-l1-1-0.dll,api-ms-win-crt-math-l1-1-0.dll,api-ms-win-crt-locale-l1-1-0.dll
1	VirusShare_00b1cf3f5de831580b51ee44d60988ef	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,user32.dll,wininet.dll
1	VirusShare_343a26e546f4774d3bdb3254ddaec99b	mscoree.dll
0	gkill.exe	cygwin1.dll,cygintl-8.dll,kernel32.dll
1	VirusShare_17ba33446391c463ebf962c3138db592	shlwapi.dll,rasapi32.dll,mfc42.dll,msvcrt.dll,kernel32.dll,user32.dll,advapi32.dll,shell32.dll
0	jp2launcher.exe	msvcr100.dll,user32.dll,ole32.dll,oleaut32.dll,kernel32.dll
1	2020-02-17T21_09_26+00_00_105291.exe	user32.dll,kernel32.dll
0	bcp.exe	advapi32.dll,kernel32.dll,msvcr100.dll,user32.dll,odbc32.dll,sqlncli11.dll
1	VirusShare_37d8dbdb9bf04326101a645e8e04da0d	kernel32.dll,user32.dll,advapi32.dll,oleaut32.dll,kernel32.dll,advapi32.dll,kernel32.dll,version.dll,gdi32.dll,user32.dll,kernel32.dll,oleaut32.dll,comctl32.dll,shell32.dll,comdlg32.dll,shfolder.dll
1	VirusShare_47c2612c21856edd424441d17b495592	kernel32.dll,user32.dll,msimg32.dll,gdi32.dll
1	VirusShare_a5e66fa6d5a48278d3d75cacf85a85c0	oleaut32.dll,advapi32.dll,user32.dll,kernel32.dll,kernel32.dll,user32.dll,kernel32.dll,advapi32.dll,comctl32.dll,kernel32.dll,advapi32.dll
1	VirusShare_6286f95e7c422c7e6c2fc9929a00c1a0	kernel32.dll
1	VirusShare_0c67ecbdc71d5d1e5876eda09ee0a3b4	kernel32.dll,user32.dll,gdi32.dll,winmm.dll,msimg32.dll,winspool.drv,advapi32.dll,shell32.dll,ole32.dll,oleaut32.dll,comctl32.dll,ws2_32.dll,comdlg32.dll
1	2018-06-26T17_02_23-05_00_546.exe	msvbvm60.dll
1	2018-07-10T15_38_28-05_00_1031.exe	c:\\\\\\/\/\/\/\//\\\\\\\\\\\\\\//////\\/\/\/windows\\\\\\/\/\/\/\//\\\\\\\\\\\\\\//////\\/\/\/system32\\\\\\/\/\/\/\//\\\\\\\\\\\\\\//////\\\/\/\/\/\\/\\/\/\/\/\/\\/\/\/\/\\\\\\\\\\\\\\\\\\\\\\\\\\/\/\/msvbvm60
1	VirusShare_30f557bed243beb2777fa6be593a5fe5	wininet.dll,mfc42.dll,msvcrt.dll,kernel32.dll,user32.dll,advapi32.dll,shell32.dll,ole32.dll,oleaut32.dll
0	git-write-tree.exe	cygwin1.dll,cygiconv-2.dll,cygintl-8.dll,cygz.dll,kernel32.dll
1	VirusShare_cfb218c0dfc883dc2941c3865e8c4366	kernel32.dll,comdlg32.dll,urlmon.dll,wininet.dll
1	VirusShare_261b8491eec2cb3c08909de1fd9b5182	mfc42.dll,msvcrt.dll,kernel32.dll,user32.dll,gdi32.dll,advapi32.dll,shell32.dll,wsock32.dll
1	VirusShare_6d4c3d78bf12bd272150d6db644028a8	kernel32.dll,msvbvm60.dll
1	2019-05-13T09_07_01+00_00_40696.exe	kernel32.dll,comctl32.dll,comdlg32.dll,gdi32.dll,ole32.dll,oleaut32.dll,oledlg.dll,olepro32.dll,user32.dll,winspool.drv
0	SnAutoRun.exe	netapi32.dll,kernel32.dll,user32.dll,gdi32.dll,msimg32.dll,comdlg32.dll,winspool.drv,advapi32.dll,shell32.dll,comctl32.dll,shlwapi.dll,ole32.dll,oleaut32.dll,gdiplus.dll,imm32.dll,winmm.dll
1	2020-02-17T21_09_26+00_00_100735.exe	mscoree.dll
1	VirusShare_a26c332804cc492dc48d4551a161819d	kernel32.dll,user32.dll,gdi32.dll,shell32.dll,advapi32.dll,comctl32.dll,ole32.dll,version.dll
